,comment,isHate
569,not true in saudia arabia women have freedom,Non Violated
570,My parents are homophobes. :(,Non Violated
571,"My God, the cancer is spreading",Non Violated
572,"Let kids be kids for fucks sake ,",Non Violated
573,It's that nerdy guy from the polar express.,Non Violated
574,"It's simple. Ask a person if they're Asian. If the first words out of their mouths are anything other than yes, they are not Asian",Non Violated
575,It's killing me seeing gays treated like that,Non Violated
576,Islam and Christianity have mixed for centuries so the idea that we cannot coexist is an ignorant idea.,Non Violated
577,In the US that same game was called ten little Indians. I know.. It’s boring,Non Violated
578,IM GAY AND FUCKING PROUD FUCK BITCHES LIKE THESE PEOPLE,Non Violated
579,"Im bisexual but im not looking to hook up with whatever. And i havent come out yet. Im scared, really scared.",Non Violated
580,If your face was used on the inside of a jack-in-the-box there would be an epidemic of children dying from shock and disgust.,Non Violated
581,"If you had a Winnie, even tinnie, and flat chest I would hire you miss. Now no way.",Non Violated
582,If it takes you a year of interviewing to come to these very basic conclusions how brain washed do you have to be. Damn.,Non Violated
583,"I'm beginning to doubt your accuracy, I mean violent Canadians? That's just absurd.",Non Violated
584,"I'm an Asian immigrant who came to the states when I was 16. Growing up and living in midwest, I did experience lots of racism last 20 yrs. It didnt matter to them how hard I worked to become a doctor, what kind of person I was, how much I contributed to the society... racism that I experienced was purely based on my skin color and accent. And I hate to say it but probably 80-90% of my unpleasant experience was by other minorities such as blacks, Hispanics and even other asians. Yes, some Asians actually treat white customers with more respect than other asian customers",Non Violated
585,I would prefer a phallic world,Non Violated
586,I would fucking kill Jared leto,Non Violated
587,"i think mental illness was romanticized for a long time already. Take an example from emos, tumblr and more. I think people are really influenced by famous people. It looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional.",Non Violated
588,I see the depression caused her to gain more weight.,Non Violated
589,I read the title and immediately was ready to kill,Non Violated
590,I like this lady. Seems like a role model for both men and women on how to have an open mind,Non Violated
591,I hate white flour and white sugar. Are two of the three white deaths!!,Non Violated
592,I get out the closet this weekend to some friends...,Non Violated
593,"I can totally relate to this and it actually hurts, I'm also biracial white and afro-american",Non Violated
594,Huh kids like this with crazy eyes and weird moves lurking around are scary. Please mama of this creeper cuff him and sent him to an asylum ,Non Violated
595,Hit did not hit her she hit first and this is defense,Non Violated
596,Head looks like a big ass jelly bean,Non Violated
597,HE SHOT THE KID!?!? HE SHOT THE EFFIN KID!!!! BOI YOU BETTER SLEEP WITH ONE EYE OPEN BECAUSE IMMA WHOOP YOUR STUPID LITTLE BUTT TILL YOU WISH YOU WERE NEVER BORN YA HERE ME!!!! WITHERED SHALL BE AVENGED!!!!,Non Violated
598,he may be in a wheelchair but he's not at all bad looking! forget the trolls dude,Non Violated
599,He had a valid point. If your obese don't go out in public especially a all you can eat. Unless you want to see looks or hear remarks. Or just lose that weight. If you don't want to be a fat ass and you don't like what you look like change it.,Non Violated
600,"Handsome woman, eww..",Non Violated
601,guy is low IQ af,Non Violated
602,GUN SHOT INA YU HEAD! NO MERCY!,Non Violated
603,Glenn is the type of Korean dude I’m fucking into. I love his weird eyes,Non Violated
604,"Get proper translators idiot, he didn’t say that",Non Violated
605,"Germans need to quit blaming themselves for the atrocities committed by the Nazi's. The same thing (shame) is happening here in the U.S. because of the past because of slavery and ""stealing"" the land from the Indians. People are getting sick of hearing that shit and the left is constantly saying how bad ""white"" Americans are.",Non Violated
606,Fuck off corbyn... Die or retire..,Non Violated
607,For the song thing I’m white but I’ll say the nigga word when I’m singing songs but if I’m with a black person and it’s making them uncomfortable or they ask me to stop I would out of respect.,Non Violated
608,feminism and Islam are of the same spirit,Non Violated
609,Every time that blonde lady talks I loose twenty brain cells,Non Violated
610,Even after just getting out of surgery you look like a bomb ass BITCHHH!! Love you and hope you'¬Ä¬ôre recovering fast!,Non Violated
611,does your little sister know you are wearing her clothes bitch tits?,Non Violated
612,Do people even care about the color of the persons skin or sexuality in a movie?Its just a bloody movie.,Non Violated
613,Do not kill people.,Non Violated
614,Didn’t know shitted coloured like you could talk,Non Violated
615,Did you use the ‚ÄúTan‚Äù or ‚ÄúDark‚Äù filter?,Non Violated
616,Dessert human garbage coming to eurabia,Non Violated
617,Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot,Non Violated
618,Christianity and mostly every religion was told to accept one another and give them respect doesn't mean u have to change ur religion and ur opinion just give ur respect and they are equal to u and they are human,Non Violated
619,Call that the Caitlyn Jenner syndrome.,Non Violated
620,Black women are strong as hell,Non Violated
621,Beautiful pink dress. Your skin is so beautiful. Your face is so pretty. Your eyes are so sexy. Your lips are so sexy. Your lipstick is perfect.,Non Violated
622,b bl bla blac black or w wh whi white,Non Violated
623,"as someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it. making jokes is a different story for me though, I make jokes to help me cope but there's a line between joking and being disrespectful.",Non Violated
624,"ANYONE who believes in religion blindly lacks the ability to critically think. Do you really want to follow rules made by people who can not critically think? Believe in your god, but have your own values.",Non Violated
625,And that's how black people can be peaceful,Non Violated
626,"All people are brothers and sisters in humanity, religions separate the people unfortunately",Non Violated
627,"After using them as slaves for 100s of years and stealing their all natural resources ,now europe doesn't need them let them die .",Non Violated
628,Aaah its the mother's fault you guys dont know how hard to take care of autistic kids huh?,Non Violated
629, I'm not a Jewish enemy.,Non Violated
630,sons of bitches,Non Violated
631,how about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit i cant stand fake fucking cowards who lie constantly and too much of a bitch to be honest,Non Violated
632,Who was responsible for convincing these girls they were so pretty?,Non Violated
633,Go fucking kill yourself and die already useless ugly pile of shit scumbag,Non Violated
634,they are all fucking assholes,Non Violated
635,incoming racist people,Non Violated
636,during war discrimination is a military necessitywhen korematsus case reached the supreme court in october 1944 the attorneys for the government pointed to the constitutional war powers of congress and the president the government argued that the military must take all steps necessary to wage war successfully in the view of president roosevelt the war department and general dewitt the internment of all japanese issei and nisei was a military necessityand assuming we were at war with isis then rounding up isis would not be raciston december 18 1944 the supreme court decided 63 to uphold the conviction of korematsu the majority ruled only on his refusal to leave a prohibited military area and did not consider the constitutionality of the relocation camps justice hugo black writing for the majority fully accepted the views of general dewitt justice black also said that korematsu had not been forced from his home because of his race but because of the military urgency of the situation,Non Violated
637,Drink Bleach.,Non Violated
638,ive been trying to figure out which common american voter is more uniformed republican or democrat for years democrats do any of you have the slightest clue that obama has deported more mexicans than any other president in history,Non Violated
639,if they hide in the engine they would get killedthat is a stupid way they can smuggle into another country,Non Violated
640,jon snow the king in the north thank you for uploading this i have one small complaint he is only talking about deporting illegal immigrants not immigrants in general your title might mislead the less informed,Non Violated
641,"Your life isn't that wonderful. That room tells me that you're clearly an alcoholic, and you drink shit beer. Maybe stop wasting your money on shit like that Apple watch, and you could afford some clothes that dont come from Walmart, and get someone other than your mom to cut your hair.",Non Violated
642,You make me wanna hit the gym. Thicker than a damn snicker dammit!,Non Violated
643,only people to come in must be able to contribute to society not a drain on us must be able to support themselves with a trade we do not need people living off the rest of us,Non Violated
644,You should use your time to arrest murderers not little kids,Non Violated
645,you should talk with people of different races from different countries,Non Violated
646,You look like you kill bees for fun,Non Violated
647,You look like Harry Potter if he stayed under the stairs,Non Violated
648,"You look kinda dead inside, you parents must not haved loved you. ",Non Violated
649,You have the grace and composure of a rabid hyena,Non Violated
650,You deserve way more subscribers . The shit you say is fucking gold.,Non Violated
651,You can see the country is fertile and green.  just need the right governance,Non Violated
652,"you are a great brother to abbie, that family is changing the world! ",Non Violated
653,You are a brave man.........for letting them keep the comments enabled,Non Violated
654,You all should listen to Bill Warner PhD.....Foremost expert on Islam,Non Violated
655,"WTF this teacher should be expelled. That's no way to treat a disabled kid, specially an autistic one!",Non Violated
656,Wtf I thought you had only one sibling,Non Violated
657,Wow. For some reason I clicked on this. I couldn' make it through 30 seconds.,Non Violated
658,Wow why are these comments soo cruel and people muslims are like other religions and we should respect it!  WE NEED RIGHTS FOR MUSLIMS!!!!,Non Violated
659,Wow this voice and reading is the best thing in my life!!!!,Non Violated
660,Women are equally as strong as men.    They should be able to defend themselves.,Non Violated
661,Why the fuck would you ask Trump?,Non Violated
662,"why is it censored, why does todays generation get butt hurf and offended so easily, if u dont like it, keep walking then! this use to be a free country but its going down the toilet now.",Non Violated
663,Why don't they have their own games?,Non Violated
664,why am i watching this,Non Violated
665,Who gives a damn we have the ability an the freedom to b whoever the fuck we want to b,Non Violated
666,Who ever disliked this video should be ashamed of them selfs,Non Violated
667,White chocolate and raspberry :),Non Violated
668,When your squad is complete shit in PUBG,Non Violated
669,When you find out he has a girlfriend,Non Violated
670,When u two getting married? Kid in mind?,Non Violated
671,When she said ' You complete me' I lost my shit.,Non Violated
672,When pain is a relief then something must be wrong,Non Violated
673,When lift your arms do your ‚Äúboobs‚Äù go away? They look like mosquito bites and I feel like you were trying for the ‚Äòhot librarian' look but ended up with the ‚Äòold librarian' look.,Non Violated
674,"When I was a kid I was never rough with girls. However, I was scratched, bitten and pushed by girls. I still have a small scar from one such incident.",Non Violated
675,"When are people going to stop asking, “Why are they only coming out &amp saying something now?”    If you have not been sexually,( mentally & emotionally) abused as a child, by an adult You are not going to understand their reasons. If they tell you why, LISTEN!!  Stop asking “Why now?”   One reason victims don't come forward when YOU THINK they should, is bc no one will believe them. Not all cases, a lot of use are like that though. All situations are different with different types of people involved, We all have our reasons. If you're not going to listen, stop asking. You're choosing to be ignorant. Being sexually abused & ALL that comes with it, psychological abuse etc. Forever changes you, You're forever damaged & it can never be undone. Instead of looking at victims as a group, look at them & their story as their own. They're not all the same, & we will not all do the same thing after the damage has been done.",Non Violated
676,when  a handsome man marries a man ..we are only bite fingers,Non Violated
677,whats the big deal mexico has immigration laws and policies they deport people all the time nothing is said or done yet when the united states chooses to enforce its immigration laws and policies people become shocked and outraged,Non Violated
678,What type of question it is???????,Non Violated
679,What happened to rap? This right here.... This is rap ,Non Violated
680,What episode number was this?,Non Violated
681,what civilized and nice cops,Non Violated
682,What about bombs? Are you crazy? Go fuck yourself. Don't talk about such shits,Non Violated
683,"What a wonderful Angel wife. She is sooo beautiful inside and out. And he is very nice man too. This lady and a lady she is , has the most beautiful laughter i have ever heard in my whole life. This couple is what love is made of. Thankyou for this wonderful video.",Non Violated
684,What a luck girl she is! I wish I was just that lucky,Non Violated
685,"well, looks like its time to have another child",Non Violated
686,Well this comment sections pretty... mental,Non Violated
687,"Well I'm an woman and I was born in Guatemala, Em... I dont see anything wrong with Guatemala.",Non Violated
688,We'll walk right up to the sun hand in hand..,Non Violated
689,We were taught as kids to not hit ANYONE. When did that go out the window?,Non Violated
690,We aren't allowed to roast 12 year olds,Non Violated
691,We are not these bodies. We are spirit souls.,Non Violated
692,Way to go Dr. Peterson! You hit the nail on the head!,Non Violated
693,War is over they should go back home. Or not,Non Violated
694,Wallmart employees are cunts. Hate them all,Non Violated
695,Wait did the tiger get shot?,Non Violated
696,Video games without cars are awful. Piece of shits ,Non Violated
697,Victimizing yourself doesn’t help,Non Violated
698,"Very sad for those people. i was a young boy in the 90s when Ceausescu fell in Romania and the inflation skyrocketed.  But here they are on another level and looks like there is no end soon. How can this happen to one of the richest country in the world? Venezuela has the largest resource of oil in the world. When you look at Qatar, UAE, Saudi Arabia they done miracles. It looks like is not enough to have oil, you have to know what to do with it.",Non Violated
699,"Ugh, my heart hurt for her when she was talking about how the troll comments hurt her.  You can see the love she has for him; it radiates from her.",Non Violated
700,U r still so beautiful and I am still watching you babe   Chat with you later my dear and lookin at you rock my world.  Just saying babe,Non Violated
701,Trump is racist for not letting this brave woman return!!!,Non Violated
702,True Heavy Metal! True Feeling,Non Violated
703,"Transgenders have to protect each other, not fight each other",Non Violated
704,"Trace, I would ask you to rethink the out of Africa myth. Since the out of Africa theory was proposed, there have been many discoveries that prove modern humans existed in other parts of the world much earlier than what was thought when the OOA theory was proposed. For instance, there have been skeletal remains of humans found in Asia that are many thousands of years older than the oldest found on the African Content. It amazes me that there is so much information out there that shows older humans elsewhere on Earth but people still adhere to the falls narrative that modern humans evolved on the African continent",Non Violated
705,"To say that black lives matter, is not racist statement. But the B.L.M. organization itself is racist group. If they could just quit hating white people and turn that energy towards their own community, the biggest group of black oppressors there is, they might make a difference.",Non Violated
706,"to be honest I am part of the LGBT community and to be in their shoes for a while it hurts you a lot, you want to be treated the same way as other being. they need to see that there is people that are in their church that are in the LGBT community going their. They need to notice them and how they are people like them.",Non Violated
707,"To all the white people that might read this, know that I as a black man, will not criticize you based off the color of your skin. I know that there are good and bad people in all colors. Have a good day and God bless!",Non Violated
708,"This video was super helpful and just very nice ! If you're reading this, please stick with us, alright ? I spent eight years hating myself, to the point of almost killing myself. Key word is almost - because i'm still here, and i'm so glad i stuck around. So take care of yourselves, please, because it's going to get better, and you'll want to be there to see it. All the love to you, Jack and Kati, and everyone out there. &lt;3",Non Violated
709,This time the tables have turned,Non Violated
710,This reminds me of me & my husband. I have rheumatoid arthritis & permanent damage in my ankles. I could not walk for 4 days recently AT ALL. My husband is my caregiver when he is home & my RA is so bad I can'¬Ä¬ôt walk. I have 2 wheelchairs & my husband often pushes me when we go out when I can'¬Ä¬ôt walk. I have canes EVERYWHERE. These 2 are SO CUTE! She is lucky to have him to reassure her. He'¬Ä¬ôs lucky to have her to laugh with.,Non Violated
711,This literally made my emotional bi ass cry,Non Violated
712,"this is my theory on the whole thing, was Michael strange yes , but his circumstances growing up he didn't have a childhood and I believe he was trying to be a child for the first time , I remember at the time it was happening just wondering why the parents would let their kids sleep with Michael . it is strange for an adult to be sleeping with the kids I know I sure wouldn't but then again I didn't grow up like Michael Jackson. these two men have had plenty of time to come out about Michael and they choose tell after he dies , their families were set up the whole time they were staying at Michael's house and I don't believe anything happened and if it did it was the parents fault more than anyone's would you let your kids sleep with Michael for any cost? I just have to take Michael's side on this since he ain't here to defend himself",Non Violated
713,This is fake u liar bastard. He is ur actor u liar bastard,Non Violated
714,This is a staged scene there is no license plate on this truck and it is a refrigerated trailer look at the facts people you can't drive a commercial truck down the roads of Texas without a dot cop pulling you over don' be fooled this whole thing doesn’t add up,Non Violated
715,This guy gets my nerves!!!!  I'm a Christian who is a transgirl. Too bad for him,Non Violated
716,"this doesn’t  represent mental illness correctly at all, it doesn't just randomly appear its always present",Non Violated
717,This documentary is on point. This helped me through class ty boy,Non Violated
718,"this actually makes me so angry. people are just stupidly looking for attention and want to make themselves feel like the most important human on earth. nobody pretends to have cancer or any dangerous physical illness too so why pretending to be “dEpReSsEd” and “aNxIoUs”. nobody should ever feel this way the way it really feels. He has no mental disorder, that’s a fact.",Non Violated
719,They must be really suffering if they're throwing food all over the ground for the pigeons.,Non Violated
720,they could have shot him in the legs no one gets in risk of dying,Non Violated
721,"They are the most calm and patient police ever, also, did the bald police man just get stabbed?",Non Violated
722,"They are forgetting Russell Crowe 's performance in A Beautiful Mind. I know schizophrenia, and it was spot-on.",Non Violated
723,These were the days!,Non Violated
724,"these videos may already feel long but their responses are cut so short and not given a true voice. I would love if you produced fuller videos so we, the viewers, can really hear what these people have to say because these are all topics that are not common among today’s people. It's rewarding to hear insight from both sides no matter the topic.",Non Violated
725,These boys will then grow up with people making fun of them and they will then hate their parents for ruining their lives.,Non Violated
726,There's not anything to refute because its just a massive cope lol.,Non Violated
727,There's a lot of confusion about male/female vs. masculine/feminine.  They don't always line up.   And nobody seems to ask why there are so many more male to female transexuals than female to male?,Non Violated
728,"There isn't too little land, there isn't inefficient land use, there aren't too restrictive land use policies, there are TOO MANY PEOPLE.",Non Violated
729,There are so many errors XD,Non Violated
730,Then the same people choosing the same answer,Non Violated
731,The Veil of Isis is also a great song by The Sword.,Non Violated
732,The pure misery in these men’s eyes it’s heart breaking. God bless them!,Non Violated
733,The problem here is that the people don't listen to the people. I feel as if people on both sides would actually listen to one another they would learn something.,Non Violated
734,"The most peaceful religions came from India like Buddhism, jainism etc.",Non Violated
735,the guy (guessing) in the wheelchair was so sweet awh!!,Non Violated
736,The girl in the thumbnail looks badass,Non Violated
737,The girl in the dress reminds me of opal from bird box,Non Violated
738,The eye contact never lies,Non Violated
739,the engagement ring story outrages me more than it should have.,Non Violated
740,The degree of improvement is amazing. My father donated stem cells to my uncle and cured his lymphoma. Stem cells are the future of medicine.,Non Violated
741,The dark cloud is the side of you that you cannot fully understand but its your alter ego that you need to accept or you’ll be deprived of your superpowers.,Non Violated
742,The blonde lady and the dude in the orange shirt had me quaking,Non Violated
743,The 100 people that disliked this are just salty that we are stealing your dates.,Non Violated
744,That's their problem and no one should interfere with their own way of life. If someone is unhappy they can try to escape.,Non Violated
745,"That's Hip Hop. Not the sh***t they bring today. Where are the critical minds of our time. If no one will come out I'll do it myself. Racism, Oppression, Hate still is very much there in 2019.",Non Violated
746,That's a terrible photo to use.,Non Violated
747,that song is fucking awesome.,Non Violated
748,that is the most beautiful right hook ive seen. what a hero!,Non Violated
749,That hair cut makes you irresistible,Non Violated
750,That guys chin strap bothers me man....idk why.,Non Violated
751,Terrorists are not Muslims They are just using name of islam,Non Violated
752,Terrorism has no religion Terrorism is a cancer need to be wipe out. RIP to all victims,Non Violated
753,"Tell me now ""Whose the terrorists again ""???",Non Violated
754,Technically ISIS is a CIA/US creation so...,Non Violated
755,T-Rex mated with a donkey,Non Violated
756,Sweden is so cool !,Non Violated
757,Support gay pride,Non Violated
758,STOP. DRINKING. COW. MILK.  Do people realize that for a cow to produce milk it has to get pregnant? and for people to have such milk the calf cant consume any of it? Do they realize that puss and blood is found in milk and that the milk at the grocery store is only 5 to 10% milk and the rest is just powder and water?  Gross.,Non Violated
759,"Stop war. Lead, Radiation, chemicals is killing this earth.  Share, care, sympathy, and empathy most of all Love is needed in this world.",Non Violated
760,Statistics show that if you support don lemon or you agree with him or if you think he's intelligent then you're overwhelmingly ignorant. Don't blame me that's just facts,Non Violated
761,"Son, the greatest lesson I can teach you is this: Don't tell your troubles to others. Because if you tell ten people of the problem you are having. Seven of them won't care, two of them will laugh at you behind your back. One of them will tell you to deal with yourself.",Non Violated
762,Some of the lyrics are wrong,Non Violated
763,Society is fucked for sure. And that’s everyone’s fault,Non Violated
764,"So when i scroll down to read/leave a comment and scroll back up they blue like thumbs up goes away, it has done this 4 times in a row now. Hmm is it just a glitch or does YouTube remove it when they think you will just leave the video without checking? This happens a lot but only on channels like this.",Non Violated
765,So sorry about this bombing attack in Manchester. Innocent people just died,Non Violated
766,So how long have you lived in your mother's basement?,Non Violated
767,Slow down the cuts between shots. Way too fast.,Non Violated
768,Short answer: if you are a murderer or child molester that is the natural choice.,Non Violated
769,"She's a really courageous woman! She is one of the most impressive women I've ever listened to. I appreciate  her film, and I certainly wish her continued success and happiness. She is definitely a cut above both as a filmmaker, and most especially, as a person! She is an incrediblely remarkable woman!",Non Violated
770,She the one being tense,Non Violated
771,She is flawless. omfg,Non Violated
772,"Salute to this woman in Hollywood! You are so human, my lady. I love you",Non Violated
773,Responsibility is something that needs to grow inside of everyone,Non Violated
774,relax and do something...wink wink. hahahahaha! totally enjoying your videos! you both are super yummy!,Non Violated
775,Red pill activism should be a thing.,Non Violated
776,Read this sentence slow,Non Violated
777,put the speed on 1.5 its so good!,Non Violated
778,Pokemon is the best game ever,Non Violated
779,"People in 2019 keep it that of racism ???... I'm puertorican, my grandma is native, my grandpa black, my mom is ""mulata"" , my dad is white. I'm white skin green eyes, flat nose, big lips... Haha What raze should I date??... I gonna tell you something- I love all kind of womens all of shapes, but curvy, Latinas, white, black, asian, arabian. I dnt know but every single raze and person have different type of beauty.  So lets keep racism down in the floor and rise the love for the humanity. And everybody have the personal choose of dating who's more attractive to them.  I choose the mix between white and black. We call mulata...Happy life!!!",Non Violated
780,"people have rights to follow there own religion, if they try to force people not the following there religion then that country running a dictatorship, hopefully soon there will be change in low by the international pressure,",Non Violated
781,People hate you People think your ugly  People think your a horrible person Well guess what   No ones name is people,Non Violated
782,"People are scared of change and things they don't know or understand! There's good and bad in every race, religion and culture!",Non Violated
783,"People are individuals.  Look at character and behavior, obviously. Race? Meh. That tells you a genetic geographical trait, and that's about it.",Non Violated
784,"Our world should be ashamed, the west should live with the knowledge that we did nothing to stop this until it was far too late.",Non Violated
785,"Omg, Macklemore is iconic and I love him.",Non Violated
786,Omg that is awesome so much hate but stay positive,Non Violated
787,"OMG Lucas !! Such a great kid, such a big grow",Non Violated
788,"Okay first of all Drag is not a fetish.  It can be but it's not inherently  meant to be.  It's performance art.  Its  a mature form of  performance art.  Its  literally grown ups playing dress up .  But yes it's highly sexualised as with anything catered to an adult audience so i think it's downright disgusting to bring your 5 year old child to a drag convention where literally companies  have booths selling sex toys.  Its not progressive to let your kids perform seductively infront of an audience, its creepy.",Non Violated
789,Oh god F*CK I’m crying :’),Non Violated
790,Not only the politicians are going into the wood chippers but also the police.,Non Violated
791,"No shower for two days? I bet you smell like Doritos, Mountain dew and shameful sweat.",Non Violated
792,No need to lip sync just get your mic and put it closer to you and you'll sound fine,Non Violated
793,no fucking way a machine would recognize that shit LOL,Non Violated
794,"No body can change their biological sex, but they can change their gender.",Non Violated
795,"Nice concept, good story but poor act. Try harder next time",Non Violated
796,"Next on your list, pierce your face with a katana.",Non Violated
797,My sons school had someone in doing a talk for autism awareness he himself was autisic. He made aware that animals can be autisic too and introduced a picture of his pug lola whom is also autisic which I found interesting.  My 10 year old son is autisic,Non Violated
798,"My smile is beaming, my skin is gleaming! YUH",Non Violated
799,My grandma had a roommate who was a drag queen I had drag queen knwonledge at 11 and what was cool lol,Non Violated
800,"My fav is to ask her out, explicitly defining it as a date.  Try it. It works.",Non Violated
801,"My cousin has that, he's 7 but still can't talk properly like a 1 year old. He's sensitive to loud noise or crying noise. It's hard to talk to him but I still love him cuz he thinks of me as one of his favorite person besides his mother.",Non Violated
802,My car is my love of my life. I fucking love this bitch. It's fast and it makes me feel complete ,Non Violated
803,My best friend is muslim. And he is the best man in the world,Non Violated
804,"Much love to you, thank you for your courage. Keep speaking your truth",Non Violated
805,Moving from France to Spain will be a motherfucking big change,Non Violated
806,Maybe I’m crazy. Maybe I’m not. I really don’t care if you try to fuck with my brain but ill stand strong bitch,Non Violated
807,Masterful. Love & pain in this here post,Non Violated
808,Love the videos,Non Violated
809,LOVE IS LOVE  ROSES ARE REDS VIOLET ARE BLUE HAPPINESS IS ALL COLOR'S  LESBIAN IS BLESSING  BISEXUAL IS BEAUTIFUL  GAY IS MARVELOUS! ROSES ARE RED VIOLETS ARE BLUE  IM GAY AND SO ARE YOU AND WE ARE HAPPY THAT WAY    DON'T BE RUDE BE RESPECTFUL FOR LGBTQ PEOPLE ITS LOVE AND LOVE IS AMAZINGLY IMPORTANT AND BEAUTIFUL WE ARE ALL HUMANS AND WE ALL LOVE NO MATTER WHAT,Non Violated
810,Love being roasted,Non Violated
811,Lots of Loving ppl in world but unfortunately due to presence of few percentage of dead souls Make world Look like Hell,Non Violated
812,Lots of haters out there and for no reason at all,Non Violated
813,"Lmao, fucking hilarious",Non Violated
814,Literally the reason why I'm deleting my Instagram account. Sick of this fakery.,Non Violated
815,LILLY SINGH IS A QUEEN! Yay but when will be the next episode,Non Violated
816,Lauren is SAVAGE. love her,Non Violated
817,Lady Gaga is the Freddie Mercury of our generation,Non Violated
818,Just wanna know how the fuck did this show up on my home on YouTube. So damn disturbing..,Non Violated
819,Just kidding but I know how It feels,Non Violated
820,Japanese culture is ancient and unique,Non Violated
821,japan only rejected 99 they should reject all those mother fuckers,Non Violated
822,"Ive had panic attacks due to nothing. Or at least i wouldnt know what wouldve triggered it. My question is, is that normal?",Non Violated
823,Its a challenge can anyone do it in reality,Non Violated
824,It's not guilt. It's stupidity on a scale unknown in human history.,Non Violated
825,"It's like you can't do anything without someone saying it's wrong cause of other people ,it's a joke people.",Non Violated
826,It should be humanity first before any country,Non Violated
827,It is very easy in Seattle for a wheeler! but it is not the same in all towns and countries!Ôªø ,Non Violated
828,It is time for Trump to find a natural death or somehow a bullet finds him and puts us out of his misery.,Non Violated
829,"It doesn't matter if you're black or white, gay or straight, woman or man, trance,  disabled, Dyslexic or intelligent we all are people.  Quality!",Non Violated
830,Islam is the true religion. believe it brothers,Non Violated
831,Is there still a Job like this I would like to take it. Thats not a Joke!,Non Violated
832,"Is that the dude who walked into the room, kissed the girl on the cheek, then left?",Non Violated
833,"Incredibly fucking annoying voice, but reasonable arguments. I agree",Non Violated
834,"In the UK, there is a maximum of five years prison sentence for this abuse .. whether male or female!  It is non-gender specific.  It does not matter who abuses the most, it happens to both genders, and the law does not discriminate by gender",Non Violated
835,"In my opinion, God loves us all for who we are, no matter your sexuality, gender, races, religions or anything.  your actions and personalities count.",Non Violated
836,"In a world full of hate remember to light up the darkness, as this world is but temporary.",Non Violated
837,Im very glad to have friends,Non Violated
838,Im lesbian and proud im happy my friends accept me but i dont know if my family does but i dont care what anyone says im proud to be a lesbian,Non Violated
839,"Im from the philippines. When i go outside the country, they think im chinese but does it matter to me? Nope. Asians who grew up and living in Asia dont make a big deal bout this. Not sure why in America it's a different story.",Non Violated
840,If you search 'couple goals' there's a picture of Danny & Aaron,Non Violated
841,If you ever wake up one morning and want to smile because you're happy with being just who you are. Don't,Non Violated
842,If they see the bully bulling her i would be     Hey here is the middle finger and i would record what they did so the can get in real trouble,Non Violated
843,"If they are so much like family, why don' they treat them like family and sponsor thier petitions?",Non Violated
844,If theres any Jikook shippers who ship them romantically...LIKE THIS VID AND THE COMMENT NOW,Non Violated
845,Iconic woman she's done so much for the UN,Non Violated
846,I’m very sad about this fucking situation with all this muslims,Non Violated
847,I’m an arab and I can make a difference. And I see them as stylish people,Non Violated
848,I’d like to see a because I’m black compilation video,Non Violated
849,"I'm white, I'm proud to be white, I love diversity and people of all nations.... lets move on. :)",Non Violated
850,I'm sick and tired of this black and white thing....can't we just stop and let's be happy for just one day.....we are all one let's stop this please... One love and peace.,Non Violated
851,I'm glad someone finally also brought light on the pay gap in asian countries (description of video) because frankly often it is only focused on the US where the pay gap is really small already compared to asian countries. (in the US it's about 6%),Non Violated
852,I'm a male I would fight for women rights because we all are human,Non Violated
853,I'm a British born Muslim who helps Slovakians and other immigrants from that region. My faith has taught me to respect and honour.   These are strange times.,Non Violated
854,I'm a bisexual but never had sex. I'm 31.,Non Violated
855,"I'm  heterosexual and African by birth, by breed and by character... and a very traditional man, Xhosa to be precise. But i still believe in human rights... we are all equal, whatever  religion, ethnicity, demography, tribe or language... we are all equal. And one day people will be free enough to love and date whoever they wanna without prejudice and judgment. 2019‚Ä¶Viva human rights viva",Non Violated
856,I would order a bucket of ice cold water so I can pour it on him,Non Violated
857,I work 10 hour shifts starting at 4 am. I don't know if I can effectively cut caffeine.,Non Violated
858,"I wish him the best, as well as his children.",Non Violated
859,I wish everyone had a father like him so loving and caring,Non Violated
860,I was just recently dancing in the club with this song oh man I was grabbing some ass that was blast next day my legs hurts so bad,Non Violated
861,"I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post moreÔªø",Non Violated
862,"I was clinically depressed for a while and this blew my mind. Due to me having stress I don't say 'oh man I'm getting anxiety' or 'ugh I'm so depressed' because all that does is brings attention I don't want.  The fact that people make these illnesses a fashion merch makes me feel like everyone is looking in my or other people's directions. Memes are relatable,funny, and relieving. When he said 'Do people who post these memes have a mental illness or are they just doing it for ..' it made me wonder alot   Now Ik what people are capable of nowadays",Non Violated
863,I want to draw you something but I do not know where to send it. Do you have an instagram? ^^,Non Violated
864,I want people to throw Skittles at me at my wedding,Non Violated
865,I very much appreciate the Asian woman's smarts.,Non Violated
866,I think black and white are just labels. People can live together in piece despite colour dismatch,Non Violated
867,I support lgbt… i want youre support for lgbt in pakistan,Non Violated
868,I still have not come out to my family about  being Bieber and I'm just tearing up,Non Violated
869,I ship you guys please get back together,Non Violated
